,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
12,2009-01-24,-5670.813744234441,-22466.332628997992,8911.581725510347,-5670.813744234441,-5670.813744234441,-464.4424474728793,-464.4424474728793,-464.4424474728793,-6478.464914934234,-6478.464914934234,-6478.464914934234,6014.0224674613555,6014.0224674613555,6014.0224674613555,0.0,0.0,0.0,-6135.256191707321
13,2009-01-25,-5623.161182164458,-16330.951184598685,14393.136754415651,-5623.161182164458,-5623.161182164458,5266.255715319653,5266.255715319653,5266.255715319653,-674.6115186240754,-674.6115186240754,-674.6115186240754,5940.867233943729,5940.867233943729,5940.867233943729,0.0,0.0,0.0,-356.90546684480523
14,2009-01-26,-5575.508620094475,-13379.60156004752,17456.76147314941,-5575.508620094475,-5575.508620094475,8107.976787014338,8107.976787014338,8107.976787014338,2220.8449841654588,2220.8449841654588,2220.8449841654588,5887.1318028488795,5887.1318028488795,5887.1318028488795,0.0,0.0,0.0,2532.4681669198626
15,2009-01-27,-5527.856058024491,-15043.058973144969,16804.376762035587,-5527.856058024491,-5527.856058024491,7172.255546826368,7172.255546826368,7172.255546826368,1317.728232519686,1317.728232519686,1317.728232519686,5854.5273143066825,5854.5273143066825,5854.5273143066825,0.0,0.0,0.0,1644.399488801877
16,2009-01-28,-5480.203495954508,-14719.174841964046,16531.81334586297,-5480.203495954508,-5480.203495954508,7034.311376677976,7034.311376677976,7034.311376677976,1190.3939740615028,1190.3939740615028,1190.3939740615028,5843.917402616476,5843.917402616476,5843.917402616476,0.0,0.0,0.0,1554.107880723468
17,2009-01-29,-5432.550933884525,-11156.891156778263,18886.091109654437,-5432.550933884525,-5432.550933884525,9220.034008132516,9220.034008132516,9220.034008132516,3364.724929359332,3364.724929359332,3364.724929359332,5855.309078773186,5855.309078773186,5855.309078773186,0.0,0.0,0.0,3787.4830742479908
18,2009-01-30,-5384.898371814542,-15414.921794431406,16231.143800611895,-5384.898371814542,-5384.898371814542,4947.254580919171,4947.254580919171,4947.254580919171,-940.6156865300441,-940.6156865300441,-940.6156865300441,5887.870267449214,5887.870267449214,5887.870267449214,0.0,0.0,0.0,-437.64379089537124
19,2009-01-31,-5337.245809744559,-21362.08252562472,8906.486034599058,-5337.245809744559,-5337.245809744559,-538.4916899371052,-538.4916899371052,-538.4916899371052,-6478.4649149349225,-6478.4649149349225,-6478.4649149349225,5939.973224997818,5939.973224997818,5939.973224997818,0.0,0.0,0.0,-5875.737499681664
20,2009-02-01,-5289.593247674576,-15545.80613660801,15219.718509370143,-5289.593247674576,-5289.593247674576,5334.650762975823,5334.650762975823,5334.650762975823,-674.6115186192591,-674.6115186192591,-674.6115186192591,6009.262281595083,6009.262281595083,6009.262281595083,0.0,0.0,0.0,45.057515301247804
21,2009-02-02,-5241.9406856045925,-12226.176615812548,18823.413908178867,-5241.9406856045925,-5241.9406856045925,8313.588603658269,8313.588603658269,8313.588603658269,2220.8449841642237,2220.8449841642237,2220.8449841642237,6092.743619494046,6092.743619494046,6092.743619494046,0.0,0.0,0.0,3071.647918053676
22,2009-02-03,-5194.288119284985,-14270.878937641588,16506.905577842037,-5194.288119284985,-5194.288119284985,7504.622374585124,7504.622374585124,7504.622374585124,1317.7282325172073,1317.7282325172073,1317.7282325172073,6186.894142067915,6186.894142067915,6186.894142067915,0.0,0.0,0.0,2310.3342553001385
23,2009-02-04,-5146.635552965378,-13689.69793710455,17114.910547360985,-5146.635552965378,-5146.635552965378,7478.179898554739,7478.179898554739,7478.179898554739,1190.3939740600415,1190.3939740600415,1190.3939740600415,6287.785924494698,6287.785924494698,6287.785924494698,0.0,0.0,0.0,2331.544345589361
24,2009-02-05,-5098.982986645771,-11598.158704569654,20399.277779215805,-5098.982986645771,-5098.982986645771,9755.94721231218,9755.94721231218,9755.94721231218,3364.7249293544605,3364.7249293544605,3364.7249293544605,6391.2222829577195,6391.2222829577195,6391.2222829577195,0.0,0.0,0.0,4656.964225666408
25,2009-02-06,-5051.330420326165,-14298.526248158485,16162.359983783805,-5051.330420326165,-5051.330420326165,5552.2654817366465,5552.2654817366465,5552.2654817366465,-940.6156865304175,-940.6156865304175,-940.6156865304175,6492.881168267065,6492.881168267065,6492.881168267065,0.0,0.0,0.0,500.93506141048147
26,2009-02-07,-5003.677854006557,-21804.30642066732,11284.684089877344,-5003.677854006557,-5003.677854006557,109.99647627126963,109.99647627126963,109.99647627126963,-6478.464914935373,-6478.464914935373,-6478.464914935373,6588.4613912066425,6588.4613912066425,6588.4613912066425,0.0,0.0,0.0,-4893.681377735287
27,2009-02-08,-4956.025287686951,-13589.382270315533,16302.349871213659,-4956.025287686951,-4956.025287686951,5999.215607299335,5999.215607299335,5999.215607299335,-674.6115186142127,-674.6115186142127,-674.6115186142127,6673.827125913548,6673.827125913548,6673.827125913548,0.0,0.0,0.0,1043.190319612384
28,2009-02-09,-4908.372721367343,-10508.047037728691,19948.74682045371,-4908.372721367343,-4908.372721367343,8965.99119961491,8965.99119961491,8965.99119961491,2220.84498416493,2220.84498416493,2220.84498416493,6745.146215449981,6745.146215449981,6745.146215449981,0.0,0.0,0.0,4057.6184782475666
29,2009-02-10,-4860.720155047736,-11691.852914954683,17857.946070790258,-4860.720155047736,-4860.720155047736,8116.746249777438,8116.746249777438,8116.746249777438,1317.728232522946,1317.728232522946,1317.728232522946,6799.0180172544915,6799.0180172544915,6799.0180172544915,0.0,0.0,0.0,3256.026094729702
30,2009-02-11,-4813.0675887281295,-11346.978154037388,18450.41232941651,-4813.0675887281295,-4813.0675887281295,8022.980842402899,8022.980842402899,8022.980842402899,1190.3939740572202,1190.3939740572202,1190.3939740572202,6832.586868345678,6832.586868345678,6832.586868345678,0.0,0.0,0.0,3209.9132536747693
31,2009-02-12,-4765.415022408523,-8346.24603832383,20868.936970928233,-4765.415022408523,-4765.415022408523,10208.36263927961,10208.36263927961,10208.36263927961,3364.7249293593504,3364.7249293593504,3364.7249293593504,6843.63770992026,6843.63770992026,6843.63770992026,0.0,0.0,0.0,5442.947616871087
32,2009-02-13,-4717.762456088915,-13222.534818242097,16509.049747076348,-4717.762456088915,-4717.762456088915,5890.055287429829,5890.055287429829,5890.055287429829,-940.6156865388248,-940.6156865388248,-940.6156865388248,6830.670973968656,6830.670973968656,6830.670973968656,0.0,0.0,0.0,1172.2928313409138
33,2009-02-14,-4670.109889769308,-18943.90186066295,11236.504089422346,-4670.109889769308,-4670.109889769308,314.48956817389654,314.48956817389654,314.48956817389654,-6478.464914935822,-6478.464914935822,-6478.464914935822,6792.954483109718,6792.954483109718,6792.954483109718,0.0,0.0,0.0,-4355.620321595412
34,2009-02-15,-4622.457323449701,-13240.791898377232,16154.460114092282,-4622.457323449701,-4622.457323449701,6055.939310498711,6055.939310498711,6055.939310498711,-674.6115186093966,-674.6115186093966,-674.6115186093966,6730.550829108107,6730.550829108107,6730.550829108107,0.0,0.0,0.0,1433.48198704901
35,2009-02-16,-4574.804757130094,-10964.813074401178,19869.544858979327,-4574.804757130094,-4574.804757130094,8865.164437618623,8865.164437618623,8865.164437618623,2220.8449841629667,2220.8449841629667,2220.8449841629667,6644.319453455655,6644.319453455655,6644.319453455655,0.0,0.0,0.0,4290.359680488529
36,2009-02-17,-4527.152190810488,-13800.385315191434,18123.114049876192,-4527.152190810488,-4527.152190810488,7853.621664477192,7853.621664477192,7853.621664477192,1317.7282325167384,1317.7282325167384,1317.7282325167384,6535.893431960452,6535.893431960452,6535.893431960452,0.0,0.0,0.0,3326.4694736667043
37,2009-02-18,-4479.499624490881,-12207.757733600272,17977.345846940585,-4479.499624490881,-4479.499624490881,7598.025714767645,7598.025714767645,7598.025714767645,1190.393974060537,1190.393974060537,1190.393974060537,6407.631740707108,6407.631740707108,6407.631740707108,0.0,0.0,0.0,3118.526090276764
38,2009-02-19,-4431.847058171274,-10630.242543946264,19894.66833908646,-4431.847058171274,-4431.847058171274,9627.273459017706,9627.273459017706,9627.273459017706,3364.7249293527198,3364.7249293527198,3364.7249293527198,6262.548529664987,6262.548529664987,6262.548529664987,0.0,0.0,0.0,5195.426400846432
39,2009-02-20,-4384.1944918516665,-15923.00470301174,16454.81975502334,-4384.1944918516665,-4384.1944918516665,5163.605943449308,5163.605943449308,5163.605943449308,-940.6156865432162,-940.6156865432162,-940.6156865432162,6104.221629992523,6104.221629992523,6104.221629992523,0.0,0.0,0.0,779.4114515976416
40,2009-02-21,-4336.541925532059,-21692.481615924207,11032.777694103148,-4336.541925532059,-4336.541925532059,-541.7817641841704,-541.7817641841704,-541.7817641841704,-6478.464914934154,-6478.464914934154,-6478.464914934154,5936.683150749985,5936.683150749985,5936.683150749985,0.0,0.0,0.0,-4878.32368971623
41,2009-02-22,-4288.889359212452,-13989.892105784595,16750.234848566743,-4288.889359212452,-4288.889359212452,5089.684042846849,5089.684042846849,5089.684042846849,-674.6115186181025,-674.6115186181025,-674.6115186181025,5764.295561464952,5764.295561464952,5764.295561464952,0.0,0.0,0.0,800.7946836343963
42,2009-02-23,-4241.236792892845,-10511.477230320075,18791.703178320295,-4241.236792892845,-4241.236792892845,7812.462076931311,7812.462076931311,7812.462076931311,2220.8449841617316,2220.8449841617316,2220.8449841617316,5591.61709276958,5591.61709276958,5591.61709276958,0.0,0.0,0.0,3571.2252840384654
43,2009-02-24,-4193.58422657324,-12173.88845708487,18856.402075978513,-4193.58422657324,-4193.58422657324,6740.988837870924,6740.988837870924,6740.988837870924,1317.7282325179874,1317.7282325179874,1317.7282325179874,5423.260605352934,5423.260605352934,5423.260605352934,0.0,0.0,0.0,2547.404611297684
44,2009-02-25,-4145.93166279938,-13526.41868863015,17514.68799723815,-4145.93166279938,-4145.93166279938,6454.144242543954,6454.144242543954,6454.144242543954,1190.393974063853,1190.393974063853,1190.393974063853,5263.7502684801,5263.7502684801,5263.7502684801,0.0,0.0,0.0,2308.2125797445733
45,2009-02-26,-4098.2790990255235,-11791.832379870233,19054.009254593035,-4098.2790990255235,-4098.2790990255235,8482.105377393218,8482.105377393218,8482.105377393218,3364.7249293576097,3364.7249293576097,3364.7249293576097,5117.380448035606,5117.380448035606,5117.380448035606,0.0,0.0,0.0,4383.826278367695
46,2009-02-27,-4050.626535251665,-15302.466033029526,14879.924405582511,-4050.626535251665,-4050.626535251665,4047.4654425823946,4047.4654425823946,4047.4654425823946,-940.6156865370143,-940.6156865370143,-940.6156865370143,4988.081129119409,4988.081129119409,4988.081129119409,0.0,0.0,0.0,-3.161092669270147
47,2009-02-28,-4002.9739714778066,-21498.792732747337,9490.800018485168,-4002.9739714778066,-4002.9739714778066,-1599.1709226116009,-1599.1709226116009,-1599.1709226116009,-6478.464914936962,-6478.464914936962,-6478.464914936962,4879.293992325361,4879.293992325361,4879.293992325361,0.0,0.0,0.0,-5602.144894089408
48,2009-03-01,-3955.3214077039493,-15085.729396629893,15390.137228646023,-3955.3214077039493,-3955.3214077039493,4119.2514140514,4119.2514140514,4119.2514140514,-674.611518626578,-674.611518626578,-674.611518626578,4793.862932677978,4793.862932677978,4793.862932677978,0.0,0.0,0.0,163.93000634745113
49,2009-03-02,-3907.668843930092,-12509.321945387583,17974.918601486774,-3907.668843930092,-3907.668843930092,6954.787350310507,6954.787350310507,6954.787350310507,2220.8449841643796,2220.8449841643796,2220.8449841643796,4733.942366146127,4733.942366146127,4733.942366146127,0.0,0.0,0.0,3047.1185063804146
50,2009-03-03,-3860.0162801562337,-12221.768405867419,17545.707729639333,-3860.0162801562337,-3860.0162801562337,6018.654356993695,6018.654356993695,6018.654356993695,1317.7282325155086,1317.7282325155086,1317.7282325155086,4700.9261244781865,4700.9261244781865,4700.9261244781865,0.0,0.0,0.0,2158.638076837461
51,2009-03-04,-3812.3637163823755,-14124.413797437235,17459.140614334076,-3812.3637163823755,-3812.3637163823755,5885.793085625557,5885.793085625557,5885.793085625557,1190.3939740562544,1190.3939740562544,1190.3939740562544,4695.3991115693025,4695.3991115693025,4695.3991115693025,0.0,0.0,0.0,2073.4293692431816
52,2009-03-05,-3764.7111526085173,-10421.733723384014,20230.294058818286,-3764.7111526085173,-3764.7111526085173,8081.838132276377,8081.838132276377,8081.838132276377,3364.7249293558593,3364.7249293558593,3364.7249293558593,4717.113202920516,4717.113202920516,4717.113202920516,0.0,0.0,0.0,4317.12697966786
53,2009-03-06,-3717.05858883466,-14215.424555285777,15618.110971156078,-3717.05858883466,-3717.05858883466,3824.3724484854665,3824.3724484854665,3824.3724484854665,-940.6156865454218,-940.6156865454218,-940.6156865454218,4764.988135030889,4764.988135030889,4764.988135030889,0.0,0.0,0.0,107.31385965080653
54,2009-03-07,-3669.4060250608027,-20135.946078790093,10509.625705560753,-3669.4060250608027,-3669.4060250608027,-1641.3275388231846,-1641.3275388231846,-1641.3275388231846,-6478.4649149350535,-6478.4649149350535,-6478.4649149350535,4837.137376111869,4837.137376111869,4837.137376111869,0.0,0.0,0.0,-5310.733563883987
55,2009-03-08,-3621.7534612869445,-14719.590291155508,16011.71267443142,-3621.7534612869445,-3621.7534612869445,4256.306697589639,4256.306697589639,4256.306697589639,-674.6115186215308,-674.6115186215308,-674.6115186215308,4930.91821621117,4930.91821621117,4930.91821621117,0.0,0.0,0.0,634.5532363026946
56,2009-03-09,-3574.1008975130867,-13131.5830669018,18354.662261778954,-3574.1008975130867,-3574.1008975130867,7263.849570534666,7263.849570534666,7263.849570534666,2220.8449841624165,2220.8449841624165,2220.8449841624165,5043.004586372249,5043.004586372249,5043.004586372249,0.0,0.0,0.0,3689.748673021579
57,2009-03-10,-3526.4483337392285,-12173.260457770783,17594.162615130877,-3526.4483337392285,-3526.4483337392285,6487.208667259345,6487.208667259345,6487.208667259345,1317.7282325212482,1317.7282325212482,1317.7282325212482,5169.480434738095,5169.480434738095,5169.480434738095,0.0,0.0,0.0,2960.7603335201165
58,2009-03-11,-3478.7957699653707,-13486.324836295926,17827.180460348038,-3478.7957699653707,-3478.7957699653707,6496.344847069411,6496.344847069411,6496.344847069411,1190.3939740582111,1190.3939740582111,1190.3939740582111,5305.950873011201,5305.950873011201,5305.950873011201,0.0,0.0,0.0,3017.5490771040404
59,2009-03-12,-3431.143206191513,-10842.202438270731,19942.32504697298,-3431.143206191513,-3431.143206191513,8812.392706947772,8812.392706947772,8812.392706947772,3364.72492935411,3364.72492935411,3364.72492935411,5447.667777593662,5447.667777593662,5447.667777593662,0.0,0.0,0.0,5381.249500756259
60,2009-03-13,-3383.490642417655,-13854.957165482761,16927.885462651222,-3383.490642417655,-3383.490642417655,4649.050415341087,4649.050415341087,4649.050415341087,-940.6156865457958,-940.6156865457958,-940.6156865457958,5589.666101886883,5589.666101886883,5589.666101886883,0.0,0.0,0.0,1265.5597729234314
61,2009-03-14,-3335.8380786437974,-18357.56079840846,10605.275832557474,-3335.8380786437974,-3335.8380786437974,-751.5580728506822,-751.5580728506822,-751.5580728506822,-6478.464914935504,-6478.464914935504,-6478.464914935504,5726.906842084822,5726.906842084822,5726.906842084822,0.0,0.0,0.0,-4087.3961514944795
62,2009-03-15,-3288.1855148699397,-14108.104174137137,16984.9750532164,-3288.1855148699397,-3288.1855148699397,5179.81088883904,5179.81088883904,5179.81088883904,-674.6115186304677,-674.6115186304677,-674.6115186304677,5854.422407469507,5854.422407469507,5854.422407469507,0.0,0.0,0.0,1891.6253739691
63,2009-03-16,-3240.532951096082,-10067.942809201448,20884.723437303062,-3240.532951096082,-3240.532951096082,8188.305067309393,8188.305067309393,8188.305067309393,2220.8449841631223,2220.8449841631223,2220.8449841631223,5967.460083146271,5967.460083146271,5967.460083146271,0.0,0.0,0.0,4947.772116213311
64,2009-03-17,-3192.8803873222237,-10997.899857432638,20251.714087325592,-3192.8803873222237,-3192.8803873222237,7379.347572200509,7379.347572200509,7379.347572200509,1317.7282325224978,1317.7282325224978,1317.7282325224978,6061.61933967801,6061.61933967801,6061.61933967801,0.0,0.0,0.0,4186.4671848782855
65,2009-03-18,-3145.22782215212,-11223.493796058425,19543.011022215604,-3145.22782215212,-3145.22782215212,7323.372911949517,7323.372911949517,7323.372911949517,1190.3939740567491,1190.3939740567491,1190.3939740567491,6132.97893789277,6132.97893789277,6132.97893789277,0.0,0.0,0.0,4178.145089797397
66,2009-03-19,-3097.5752569820165,-8502.105764277316,21750.39333500224,-3097.5752569820165,-3097.5752569820165,9542.935021189178,9542.935021189178,9542.935021189178,3364.7249293523596,3364.7249293523596,3364.7249293523596,6178.210091836819,6178.210091836819,6178.210091836819,0.0,0.0,0.0,6445.359764207162
67,2009-03-20,-3049.922691811913,-14386.510812319522,18230.458527362356,-3049.922691811913,-3049.922691811913,5254.056692077593,5254.056692077593,5254.056692077593,-940.6156865395949,-940.6156865395949,-940.6156865395949,6194.672378617188,6194.672378617188,6194.672378617188,0.0,0.0,0.0,2204.13400026568
68,2009-03-21,-3002.2701266418094,-18456.151537458187,11280.987952138194,-3002.2701266418094,-3002.2701266418094,-297.9753074857051,-297.9753074857051,-297.9753074857051,-6478.464914933835,-6478.464914933835,-6478.464914933835,6180.48960744813,6180.48960744813,6180.48960744813,0.0,0.0,0.0,-3300.2454341275143
69,2009-03-22,-2954.617561471706,-12623.371218017013,17251.94984787595,-2954.617561471706,-2954.617561471706,5459.991946821915,5459.991946821915,5459.991946821915,-674.6115186254207,-674.6115186254207,-674.6115186254207,6134.603465447335,6134.603465447335,6134.603465447335,0.0,0.0,0.0,2505.374385350209
70,2009-03-23,-2906.9649963016022,-9734.80240668243,20940.473010295667,-2906.9649963016022,-2906.9649963016022,8277.648410285141,8277.648410285141,8277.648410285141,2220.844984163829,2220.844984163829,2220.844984163829,6056.803426121311,6056.803426121311,6056.803426121311,0.0,0.0,0.0,5370.683413983539
71,2009-03-24,-2859.312431131498,-10735.575969198722,18939.94068692625,-2859.312431131498,-2859.312431131498,7265.460350124319,7265.460350124319,7265.460350124319,1317.7282325162894,1317.7282325162894,1317.7282325162894,5947.73211760803,5947.73211760803,5947.73211760803,0.0,0.0,0.0,4406.147918992821
72,2009-03-25,-2811.6598659613946,-10829.511748944919,19690.474902235455,-2811.6598659613946,-2811.6598659613946,6999.260054089813,6999.260054089813,6999.260054089813,1190.3939740587064,1190.3939740587064,1190.3939740587064,5808.866080031107,5808.866080031107,5808.866080031107,0.0,0.0,0.0,4187.600188128418
73,2009-03-26,-2764.0073007912906,-9038.443803561906,20851.61002152413,-2764.0073007912906,-2764.0073007912906,9007.197501968318,9007.197501968318,9007.197501968318,3364.7249293572495,3364.7249293572495,3364.7249293572495,5642.472572611066,5642.472572611066,5642.472572611066,0.0,0.0,0.0,6243.190201177027
74,2009-03-27,-2716.3547356211875,-13811.434819690705,17787.763269874416,-2716.3547356211875,-2716.3547356211875,4510.928112873551,4510.928112873551,4510.928112873551,-940.6156865439858,-940.6156865439858,-940.6156865439858,5451.543799417537,5451.543799417537,5451.543799417537,0.0,0.0,0.0,1794.5733772523636
75,2009-03-28,-2668.702170451084,-19461.263454707787,11488.839267875774,-2668.702170451084,-2668.702170451084,-1238.7543283545358,-1238.7543283545358,-1238.7543283545358,-6478.4649149368815,-6478.4649149368815,-6478.4649149368815,5239.710586582345,5239.710586582345,5239.710586582345,0.0,0.0,0.0,-3907.45649880562
76,2009-03-29,-2621.04960528098,-13608.617047121405,17387.428267727904,-2621.04960528098,-2621.04960528098,4336.526624944165,4336.526624944165,4336.526624944165,-674.6115186206049,-674.6115186206049,-674.6115186206049,5011.138143564769,5011.138143564769,5011.138143564769,0.0,0.0,0.0,1715.4770196631848
77,2009-03-30,-2573.397040110876,-11568.908496013231,21705.197993352653,-2573.397040110876,-2573.397040110876,6991.252043083552,6991.252043083552,6991.252043083552,2220.8449841645347,2220.8449841645347,2220.8449841645347,4770.407058919017,4770.407058919017,4770.407058919017,0.0,0.0,0.0,4417.855002972676
78,2009-03-31,-2525.7444749407728,-12158.466560839495,17119.823124036622,-2525.7444749407728,-2525.7444749407728,5840.111334081867,5840.111334081867,5840.111334081867,1317.7282325220283,1317.7282325220283,1317.7282325220283,4522.383101559838,4522.383101559838,4522.383101559838,0.0,0.0,0.0,3314.3668591410947
79,2009-04-01,-2478.0919097706687,-12963.597112773738,18156.630490076917,-2478.0919097706687,-2478.0919097706687,5462.473683728553,5462.473683728553,5462.473683728553,1190.3939740572448,1190.3939740572448,1190.3939740572448,4272.079709671307,4272.079709671307,4272.079709671307,0.0,0.0,0.0,2984.381773957884
80,2009-04-02,-2430.4393446005656,-10551.475351442898,20409.81134385333,-2430.4393446005656,-2430.4393446005656,7389.2421715003165,7389.2421715003165,7389.2421715003165,3364.7249293554996,3364.7249293554996,3364.7249293554996,4024.5172421448156,4024.5172421448156,4024.5172421448156,0.0,0.0,0.0,4958.802826899751
81,2009-04-03,-2382.7867794304616,-14125.092776907824,15412.471834818607,-2382.7867794304616,-2382.7867794304616,2843.967449993091,2843.967449993091,2843.967449993091,-940.615686548376,-940.615686548376,-940.615686548376,3784.583136541468,3784.583136541468,3784.583136541468,0.0,0.0,0.0,461.18067056262953
82,2009-04-04,-2335.134214260358,-20522.435439790443,10567.6120248492,-2335.134214260358,-2335.134214260358,-2921.567853307761,-2921.567853307761,-2921.567853307761,-6478.464914937331,-6478.464914937331,-6478.464914937331,3556.89706162957,3556.89706162957,3556.89706162957,0.0,0.0,0.0,-5256.70206756812
83,2009-04-05,-2287.481649090255,-14156.419301953716,16028.744558360973,-2287.481649090255,-2287.481649090255,2671.0734551580754,2671.0734551580754,2671.0734551580754,-674.6115186290804,-674.6115186290804,-674.6115186290804,3345.6849737871553,3345.6849737871553,3345.6849737871553,0.0,0.0,0.0,383.59180606782047
84,2009-04-06,-2239.829083920151,-12695.06201702853,17485.022953230124,-2239.829083920151,-2239.829083920151,5375.510675316722,5375.510675316722,5375.510675316722,2220.8449841625725,2220.8449841625725,2220.8449841625725,3154.6656911541486,3154.6656911541486,3154.6656911541486,0.0,0.0,0.0,3135.681591396571
85,2009-04-07,-2192.176518750046,-14057.816978375784,17077.52425728089,-2192.176518750046,-2192.176518750046,4304.681429352596,4304.681429352596,4304.681429352596,1317.7282325195495,1317.7282325195495,1317.7282325195495,2986.9531968330457,2986.9531968330457,2986.9531968330457,0.0,0.0,0.0,2112.50491060255
86,2009-04-08,-2144.5239395789336,-13829.933651318233,17286.686805174788,-2144.5239395789336,-2144.5239395789336,4035.3713596590464,4035.3713596590464,4035.3713596590464,1190.3939740605608,1190.3939740605608,1190.3939740605608,2844.9773855984854,2844.9773855984854,2844.9773855984854,0.0,0.0,0.0,1890.847420080113
87,2009-04-09,-2096.8713604078193,-10745.306116108348,20345.007438100332,-2096.8713604078193,-2096.8713604078193,6095.15032238291,6095.15032238291,6095.15032238291,3364.7249293586306,3364.7249293586306,3364.7249293586306,2730.42539302428,2730.42539302428,2730.42539302428,0.0,0.0,0.0,3998.278961975091
88,2009-04-10,-2049.218781236705,-15227.695085071831,15793.062873461147,-2049.218781236705,-2049.218781236705,1703.589323165617,1703.589323165617,1703.589323165617,-940.6156865527666,-940.6156865527666,-940.6156865527666,2644.2050097183837,2644.2050097183837,2644.2050097183837,0.0,0.0,0.0,-345.62945807108804
89,2009-04-11,-2001.5662020655927,-21481.5711986233,9545.867947209817,-2001.5662020655927,-2001.5662020655927,-3892.0339087817356,-3892.0339087817356,-3892.0339087817356,-6478.46491493802,-6478.46491493802,-6478.46491493802,2586.4310061562846,2586.4310061562846,2586.4310061562846,0.0,0.0,0.0,-5893.600110847328
90,2009-04-12,-1953.9136228944785,-15191.876861033577,14853.099916290179,-1953.9136228944785,-1953.9136228944785,1881.8229777674374,1881.8229777674374,1881.8229777674374,-674.6115186242641,-674.6115186242641,-674.6115186242641,2556.4344963917015,2556.4344963917015,2556.4344963917015,0.0,0.0,0.0,-72.09064512704117
